state_name,state_code,name,code
Sokoto,NG-SO,Gada,NG-SO-GAD
Sokoto,NG-SO,Sokoto South,NG-SO-SOS
Sokoto,NG-SO,Sokoto North,NG-SO-SON
Sokoto,NG-SO,Gwadabawa,NG-SO-GWA
Sokoto,NG-SO,Wamakko,NG-SO-WAM
Sokoto,NG-SO,Tangaza,NG-SO-TAN
Sokoto,NG-SO,Sabon Birni,NG-SO-SAB
Sokoto,NG-SO,Isah,NG-SO-ISA
Sokoto,NG-SO,Rabah,NG-SO-RAB
Sokoto,NG-SO,Silame,NG-SO-SIL
Sokoto,NG-SO,Wurno,NG-SO-WUR
Sokoto,NG-SO,Goronyo,NG-SO-GOR
Sokoto,NG-SO,Illela,NG-SO-ILL
Sokoto,NG-SO,Gudu,NG-SO-GUD
Sokoto,NG-SO,Tureta,NG-SO-TUR
Sokoto,NG-SO,Tambuwal,NG-SO-TAM
Sokoto,NG-SO,Kware,NG-SO-KWA
Taraba,NG-TA,Ardo Kola,NG-TA-ARK
Taraba,NG-TA,Bali,NG-TA-BAL
Taraba,NG-TA,Donga,NG-TA-DON
Taraba,NG-TA,Gashaka,NG-TA-GAS
Taraba,NG-TA,Gassol,NG-TA-GSS
Taraba,NG-TA,Ibi,NG-TA-IBI
Taraba,NG-TA,Jalingo,NG-TA-JAL
Taraba,NG-TA,Karim Lamido,NG-TA-KAL
Taraba,NG-TA,Kurmi,NG-TA-KUR
Taraba,NG-TA,Lau,NG-TA-LAU
Taraba,NG-TA,Sardauna,NG-TA-SAR
Taraba,NG-TA,Takum,NG-TA-TAK
Taraba,NG-TA,Ussa,NG-TA-USS
Taraba,NG-TA,Wukari,NG-TA-WUK
Taraba,NG-TA,Yorro,NG-TA-YOR
Taraba,NG-TA,Zing,NG-TA-ZIN
Yobe,NG-YO,Bade,NG-YO-BAD
Yobe,NG-YO,Bursari,NG-YO-BUR
Yobe,NG-YO,Damaturu,NG-YO-DAM
Yobe,NG-YO,Fika,NG-YO-FIK
Yobe,NG-YO,Fune,NG-YO-FUN
Yobe,NG-YO,Geidam,NG-YO-GEI
Yobe,NG-YO,Gujba,NG-YO-GUJ
Yobe,NG-YO,Gulani,NG-YO-GUL
Yobe,NG-YO,Jakusko,NG-YO-JAK
Yobe,NG-YO,Karasuwa,NG-YO-KAR
Yobe,NG-YO,Machina,NG-YO-MAC
Yobe,NG-YO,Nangere,NG-YO-NAN
Yobe,NG-YO,Nguru,NG-YO-NGU
Yobe,NG-YO,Potiskum,NG-YO-POT
Yobe,NG-YO,Tarmuwa,NG-YO-TAR
Yobe,NG-YO,Yunusari,NG-YO-YUN
Yobe,NG-YO,Yusufari,NG-YO-YUS
Zamfara,NG-ZA,Anka,NG-ZA-ANK
Zamfara,NG-ZA,Bakuka,NG-ZA-BAK
Zamfara,NG-ZA,Birnin Magaji/Kiyaw,NG-ZA-BIM
Zamfara,NG-ZA,Bukkuyum,NG-ZA-BUK
Zamfara,NG-ZA,Bungudu,NG-ZA-BUN
Zamfara,NG-ZA,Tsafe,NG-ZA-TSA
Zamfara,NG-ZA,Gummi,NG-ZA-GUM
Zamfara,NG-ZA,Gusau,NG-ZA-GUS
Zamfara,NG-ZA,Kaura-Namoda,NG-ZA-KAU
Zamfara,NG-ZA,Maradun,NG-ZA-MAR
Zamfara,NG-ZA,Maru,NG-ZA-MRU
Zamfara,NG-ZA,Shinkafi,NG-ZA-SHI
Zamfara,NG-ZA,Talata-Mafara,NG-ZA-TAL
Zamfara,NG-ZA,Zurmi,NG-ZA-ZUR
FCT,NG-FC,Abaji,NG-FC-ABA
FCT,NG-FC,Abuja Municipal Area Council,NG-FC-ABM
FCT,NG-FC,Kwali,NG-FC-KWA
FCT,NG-FC,Kuje,NG-FC-KUJ
FCT,NG-FC,Bwari,NG-FC-BWA
FCT,NG-FC,Gwagwalada,NG-FC-GWA
